filename,n_perm,null_min,null_max,null_mean,test_stat,p_value
rootedtree_24.txt,50,0.06132426148,0.09824176946,0.0782971797,0.1353805058,0
rootedtree_25.txt,50,0.01061585235,0.01864845587,0.01332406593,0.01611408956,0.06
rootedtree_26.txt,50,0.009463012078,0.02102541658,0.01280413489,0.01851827083,0.04
rootedtree_27.txt,50,0.008723950246,0.01415102104,0.01114512399,0.01268827896,0.08
rootedtree_28.txt,50,0.05548359875,0.09490317128,0.07313650111,0.1171813948,0
rootedtree_29.txt,50,0.0772833934,0.1117744709,0.09075009872,0.1876438833,0
rootedtree_30.txt,50,0.0666569723,0.1226297389,0.08796750208,0.1078877977,0.04
rootedtree_31.txt,50,0.07426786378,0.1131142421,0.09378290404,0.1700579937,0
rootedtree_32.txt,50,0.06816646501,0.1129822548,0.0867474675,0.09790295845,0.14
rootedtree_33.txt,50,0.007303514105,0.01191838888,0.008617833794,0.008675075556,0.36
rootedtree_34.txt,50,0.009533673152,0.01664504853,0.01188764313,0.01065058664,0.7
rootedtree_35.txt,50,0.06729532346,0.09953905772,0.08560448078,0.3733776341,0
rootedtree_36.txt,50,0.0649635132,0.1288574454,0.09415388909,0.102731899,0.22
rootedtree_37.txt,50,0.07302669699,0.1072766351,0.09113467167,0.2128204344,0
rootedtree_38.txt,50,0.01008558209,0.01651799199,0.01295302029,0.01489963997,0.1
rootedtree_39.txt,50,0.06822368616,0.1232087308,0.08449881583,0.09755419301,0.16
rootedtree_40.txt,50,0.07075508908,0.1166427875,0.08920903288,0.1453601096,0
rootedtree_41.txt,50,0.06849787638,0.1086190535,0.08677410039,0.1098834439,0
rootedtree_42.txt,50,0.06705307886,0.1223036442,0.08480732207,0.1189280974,0.02
rootedtree_43.txt,50,0.008186752748,0.01400564981,0.01072475012,0.01079051245,0.42
rootedtree_44.txt,50,0.06986103671,0.112015161,0.0887774979,0.2020934414,0
rootedtree_45.txt,50,0.07274570907,0.1098547766,0.08613218226,0.2732426464,0
rootedtree_46.txt,50,0.07278116661,0.103830059,0.08762314184,0.1708318795,0
rootedtree_47.txt,50,0.06684071519,0.1179090927,0.08876376369,0.1164687528,0.02
rootedtree_48.txt,50,0.07290467669,0.1103629645,0.09199078843,0.11292398,0
rootedtree_49.txt,50,0.0596662528,0.1180429828,0.08467546289,0.516979351,0
rootedtree_50.txt,50,0.01553537675,0.03038173192,0.02002523467,0.0270559952,0.02
rootedtree_51.txt,50,0.06083342052,0.1744985906,0.09204495441,0.3792422074,0
rootedtree_52.txt,50,0.01591278856,0.02953618044,0.01977037146,0.02145322419,0.22
rootedtree_53.txt,50,0.03819409265,0.08580264141,0.05381240111,0.06149323304,0.16
rootedtree_54.txt,50,0.03634400618,0.09847682092,0.05579958168,0.05764484781,0.32
rootedtree_55.txt,50,0.0472453609,0.08302915318,0.05878006926,0.08619279703,0
rootedtree_56.txt,50,0.06777824984,0.1174247489,0.08496389718,0.09128525581,0.24
rootedtree_57.txt,50,0.06965563968,0.1184095528,0.08214529741,0.4456745358,0
rootedtree_58.txt,50,0.05986823946,0.1111078857,0.07628358282,0.09069222225,0.12
rootedtree_59.txt,50,0.06750711114,0.1116674819,0.08185437095,0.3850051209,0
rootedtree_60.txt,50,0.01120014287,0.02377185099,0.01506943393,0.0153496162,0.34
rootedtree_61.txt,50,0.07050899721,0.1110329434,0.09001529709,0.1989391564,0
rootedtree_62.txt,50,0.06778536117,0.1449149606,0.09539768275,0.2805017947,0
rootedtree_63.txt,50,0.01656232286,0.03260169863,0.02248231762,0.01871624812,0.92
rootedtree_64.txt,50,0.02419057317,0.06818515921,0.03379517756,0.03365170761,0.34
